feature,importance
package_KEG,0.19315258
size,0.107887685
brand_num,0.10675303
package_LATA,0.10623325
sub_category_GASEOSAS,0.084974274
customer_type_MAYORISTA,0.06412392
segment,0.062386885
customer_type_MINIMARKET,0.04469047
num_deliver_per_week,0.03538095
customer_type_SUPERMERCADO,0.03375791
customer_type_TIENDA DE CONVENIENCIA,0.033065803
customer_type_CANAL FRIO,0.033009488
X,0.032552514
customer_type_RESTAURANT,0.032265563
Y,0.029765693
